,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66
NB1,-0.1247299,0.120914474,0.5104932,3.0621943,1.0188124,3.1697192,3.3091686,0.11945143,-0.16073626,-0.57722056,1.3029728,0.18313764,-0.53976536,-1.0204109,1.0477488,-1.7385187,0.36388752,-2.0074341,-0.30005884,0.3604573,0.05406356,0.25295362,-0.46964565,-2.1348941,0.18390644,-3.2598765,0.7239772,-0.36227864,1.2260152,-2.2825108,-1.8967319,2.4416335,-2.6208506,-0.70717645,-0.1958955,1.3913202,0.19815882,2.1187103,1.595848,0.8604646,-0.474189,0.23577878,1.7630746,0.03109435,-3.1575136,0.14767906,2.881434,0.8107579,0.7253003,1.7017046,0.9531371,-0.6008958,0.19765987,1.1850692,-0.74129987,-3.131785,-0.5366343,1.6652498,1.0446153,-0.5182551,1.800057,0.13988784,0.29645884,1.5664887,-2.7266095,-0.5162807,-0.8967738
COLO 741,2.810578,-1.5602758,-3.7408993,-1.817895,-0.3331784,3.6518736,1.6886015,-2.1332104,0.36152598,0.30408075,-1.676024,-2.0460143,-1.6095116,2.5805006,-3.466137,0.93179417,1.0648066,-1.3734306,-3.3002605,1.6729025,-0.40014714,-0.15168303,-1.6716486,1.9309617,-0.3034831,-0.17416802,0.35992837,1.5893464,0.10596764,-5.697403,-0.34656352,4.839512,-3.020953,-2.2044916,-0.54565006,-3.0368617,2.2488954,0.18914706,-0.10077754,0.37751025,0.56481445,1.3173733,-0.003495654,1.7883823,-0.29184535,-0.6492631,0.50302124,-2.4612222,3.5192597,-0.8123262,-1.8924632,4.5231423,1.335598,-5.518958,0.13996163,-1.1040696,0.39552233,2.7506921,2.5935655,-0.28516823,3.2387266,-2.1860585,0.9044597,3.9860356,-3.3640883,-0.44034436,1.3610104
MIA PaCa-2,-0.6250949,-0.96871674,0.1339556,-1.4907928,0.90440255,-0.66375136,-1.1920947,-0.40902063,-1.3480496,0.1929169,-2.8226023,-1.2775917,2.640383,-0.46327305,-0.26943386,-0.7645412,0.117266,0.14804888,-0.44017714,-1.3289063,-1.4824018,3.819504,2.0771909,0.7804721,-0.6064501,2.277095,-0.3359468,-2.2532938,-0.004190661,3.2708068,0.12194907,-1.8205588,-1.9558929,-1.7856143,-0.4275568,2.6454675,2.6190228,1.5322564,-1.0309577,-3.6827593,-1.3405589,-1.7860659,-1.4964067,0.4273795,-1.5351006,0.11177104,-1.8509758,-0.07915878,2.2204978,-0.93254817,-1.0446067,-0.5218945,-1.554601,2.2624369,-0.04586202,2.9740162,0.31062445,-2.0595021,-0.92713773,0.5279096,-1.3544296,-1.4943117,1.2954347,-1.0528401,0.2864161,-2.5813673,-1.2806022
HEK TE,0.14620411,0.39821228,-0.8686262,-0.1970053,-1.1248758,-1.1235975,-0.25539348,-0.5073956,-0.25661543,0.90748096,-0.25755355,-0.61642313,0.08319186,0.82433534,0.4712051,-0.11018613,-0.5298587,0.93378824,-0.12521023,-0.37348336,-0.30948305,-0.61815566,0.023999043,0.41642955,0.31874555,0.7476882,0.67750466,-0.45318398,-0.62778896,0.30181086,0.046973914,-0.03395863,-0.24877891,0.26476923,-0.55721515,-0.7945579,0.18451756,-0.7588289,-0.9117675,-0.20652972,0.53673255,0.33852497,-0.1834188,-1.0267508,0.0911124,-0.03306602,-0.39469814,-1.0542091,-0.016221942,0.13909182,-0.69143426,0.14703237,0.31689286,-1.1070644,-0.28004092,0.03278076,-0.15333293,-0.13261162,0.22817102,0.6482675,0.27294767,0.003802605,-0.22604138,0.14121479,0.43712437,-0.20581895,-0.31746113
Hs 863.T,-1.5262495,0.6927933,-0.47464138,-0.8921868,-1.2326324,-1.0578367,-0.5703421,-0.5374311,-0.5044418,0.82180214,0.25166243,-0.41873202,0.6544087,0.3739523,0.035377577,-0.17248783,-0.05069675,1.0778965,0.47439212,-0.5840415,-0.11569826,-0.47020578,-0.23433582,0.50324804,0.16150172,1.2597715,0.16737002,-0.6845243,-1.0830876,-0.17723253,0.23952553,-0.6566944,-0.33267322,0.89487344,-0.2719953,0.36613062,-0.097040474,-1.0573305,0.47975492,-0.022201138,1.2433635,-0.50568134,-0.6660691,-0.44646716,-0.17185488,0.7008832,-0.48076826,-0.37656605,-0.3019784,0.38990754,-0.30577987,-0.06594464,0.17379487,-0.9234837,-0.40102527,0.56584615,0.6279167,-0.5106765,-0.27425876,0.1220123,-0.058248684,-0.18066373,-0.54004574,0.19510913,0.8384963,-0.3234443,0.19571865
LNCaP clone FGC,-0.93705344,0.80516005,-0.61955804,-0.698936,-1.2430775,-0.86452705,-0.5977083,-0.47684652,-0.4006964,0.8334458,0.17105356,0.019937769,0.49908397,0.33189893,0.20502739,-0.0054452047,-0.04929289,1.1569295,0.29510885,-0.51378065,-0.018302009,-0.39886728,-0.11973068,0.41427323,0.1113957,1.16841,0.23895472,-0.5836425,-0.8980672,-0.4460591,0.1624273,-0.57657427,-0.29967642,0.54870963,-0.41228068,0.37732688,-0.061398163,-1.070952,0.3762832,-0.050004423,0.88294995,-0.38275775,-0.5667198,-0.35854882,0.15238005,0.54506195,-0.4277514,-0.35276172,-0.24047792,0.37888855,-0.22145054,0.2683971,0.17888042,-0.9606352,-0.41783988,0.5302491,0.57773554,-0.3907034,-0.28235328,0.12757322,0.024664786,-0.24685073,-0.2034955,-0.2910305,0.65815604,-0.4087128,0.23352581
Lu-65,2.5612516,-2.2631674,1.4401942,-1.134266,1.3231103,0.9974639,-0.89374596,1.2944027,0.7266299,-1.6637284,-1.2301183,-3.7457724,-1.6370174,2.9280093,-1.1148217,2.3032165,2.8493905,-0.8800354,-1.575054,2.5405695,-2.6971152,-1.1378891,4.453381,3.0030928,0.9007149,1.491776,0.46620834,0.6854883,3.3483155,3.2586124,0.23979843,-2.2989848,-0.18626122,-0.44711268,4.816982,-3.3563561,2.5334635,2.9918342,-1.0593567,1.4683682,-1.7400552,0.5233958,-1.1186187,4.5176706,-1.3891237,-2.0857887,2.6684847,-3.8086164,3.7698429,-1.6758921,-2.251554,-0.3262815,2.5835395,3.936655,1.6230999,1.7576224,-0.69632334,-4.577509,1.4787418,3.0101275,-0.87653303,1.1960812,2.5392234,-0.203227,-3.9291465,3.6605287,-2.885301
HRT-18,-0.8333852,0.81049407,-0.6469761,-0.9649597,-1.3144112,-1.1021851,-0.6493803,-0.5191229,-0.49429777,0.7081616,0.26848838,0.011514574,0.6638769,0.38381556,-0.053801477,-0.109715074,-0.006495156,1.0971271,0.22286606,-0.51725054,-0.1294367,-0.38535953,-0.28564018,0.486175,-0.12266263,1.3053039,0.2437999,-0.65806097,-1.1299455,-0.5869085,0.3697695,-0.6571525,-0.3597111,0.5904059,-0.19789019,0.5018865,-0.10468079,-1.3628371,0.62913734,-0.06119613,1.1640767,-0.5226523,-0.7554143,0.018643022,0.08237795,0.68036073,-0.5382136,-0.32184032,-0.33456245,0.07385829,-0.375204,0.51789147,0.28607777,-0.93964636,-0.39445275,0.5644125,0.6256079,-0.60793406,-0.26690346,0.14276183,-0.030459426,-0.22386782,-0.9371978,-0.16604337,0.72092444,0.4905762,0.30368713
CHP-212,-0.43336952,-1.4762149,-1.2953806,0.12033066,0.7859001,-1.258796,0.3547014,-2.159875,-1.3734832,-0.35830808,-1.0606903,0.36400828,1.494998,1.1450671,-0.530303,-1.1556463,-1.5738558,1.4299495,-1.0792311,0.49154764,-1.1333201,0.08086619,0.33179218,1.3987075,1.6410471,-0.12904695,0.44900525,0.2897808,0.6052233,1.6471703,0.022074126,-0.47651497,0.16443136,1.2790606,-2.4900303,-0.4607499,-0.44911426,-1.9782476,0.45188212,-1.6590184,0.9420059,-0.6753744,0.3179264,-1.4981136,-0.71370506,-0.121368565,-0.66261786,-1.6763896,0.24707004,1.8152826,-1.2784907,-1.3493106,-0.4158427,-0.6538402,2.0030286,1.3924472,1.4648159,-0.0340465,-1.260623,0.23254037,-1.1563727,-0.39138192,0.08740763,0.7333798,0.6490875,-0.88727707,0.09187922
DMS 79,-2.4081304,-0.47059673,-1.8440543,-1.2980876,-0.79108405,0.13332142,-1.643633,-0.13399966,1.8314183,1.7595611,0.10503464,-0.5795188,1.850916,0.79621845,-1.6731806,0.54051894,0.9660965,1.763912,0.8161326,-1.2360002,0.04353857,-0.5060912,0.21124884,0.6250328,-1.0322524,2.4826505,0.72004557,0.5725796,-0.46277678,0.4353708,0.51437354,-1.3069619,1.0434266,0.2587191,0.26438582,0.79767936,-0.5090528,-1.5663389,1.0349087,-0.9494406,1.0165546,-0.08215816,-0.81100637,-0.2425924,-0.26853752,1.6446198,-0.0637345,0.6182829,-1.0067797,-0.35719514,-0.4401094,1.3048364,0.26439723,-0.6623193,-0.52379495,0.9754594,0.010831751,0.41925007,-0.29758707,-1.0928755,-0.7198837,-0.9370527,-0.78622866,-0.40654078,0.12317903,-1.2808573,-1.3625691
LS180,-0.75807405,0.8791356,-0.21643215,-0.86444455,-1.3944827,-0.9939436,-0.67801905,-0.5708188,-0.39250576,1.0750123,0.37128678,-0.1254355,0.6928234,0.44625545,0.22343245,-0.12816902,-0.050275356,1.1358801,0.40044373,-0.616602,-0.2350771,-0.45996583,-0.69168913,0.49337813,-0.06098795,1.2435479,0.26465455,-0.6762303,-1.1262283,-0.46376216,0.12158178,-0.56359255,-0.3541897,0.77660275,-0.014900029,0.3681969,-0.19182353,-1.3778267,0.5217273,0.08013023,1.31424,-0.49493483,-0.6286873,-0.29777116,0.14293805,0.6772629,-0.54153,-0.37060773,-0.27107188,0.28425148,0.29576114,-0.19546106,0.24656129,-0.9117327,-0.42262748,0.5747185,0.6188579,-0.5315993,-0.3302524,0.15461162,-0.039924763,-0.13397302,-0.76972586,0.051545814,0.76290876,-0.17814243,0.15608501
T3M-4,1.8950386,-0.913342,0.20346555,-1.1260768,1.3342515,-0.5505227,-1.1052805,-0.7878861,-1.675752,-0.9589913,-1.4706181,-0.2669412,0.9457336,0.4058813,-0.67892724,-2.459385,-0.9096491,-0.57773316,-0.91371775,0.06318645,0.67426854,0.9831799,0.8232184,1.8244925,-0.74897254,0.0883377,-0.15508941,-1.712671,0.6875373,2.1660225,-0.31355774,-0.7732257,0.025252312,-0.62735045,-0.4027031,-0.2235427,1.894822,2.120747,-1.961463,-1.1206536,-1.4147009,-0.30704314,-0.16678797,-1.7222995,1.4649186,-3.0106633,-1.7373141,-1.2983265,1.4839435,-1.0716984,-2.2845037,-0.35565898,-1.7742132,0.4167505,-0.04852502,0.27550083,-0.23494513,-0.8355836,-0.045015175,0.4683015,-0.9622539,-0.15604493,0.67482823,0.6050974,-0.16096607,-0.23370671,0.053191513
KCL-22,-0.9020065,0.66392016,0.11442227,-1.4009522,-1.654585,-0.3936978,-0.92606145,-0.5947621,-0.1999672,1.1926718,-0.13428655,-0.23759475,0.19003648,-0.3277527,0.368057,0.76853937,0.85929215,0.42695022,-1.1192927,-0.75982755,-0.35709953,0.7820004,-1.3635675,1.1300919,1.1633364,1.655426,0.32405952,-1.0362432,-1.5291167,-1.0443215,-0.6407033,-0.379578,-0.8470225,-0.1786848,-0.3471947,0.39189285,0.7001952,-1.356193,0.8414412,0.43141493,1.322241,-0.5818415,-0.85577565,1.4836198,-0.2993997,1.3388648,-0.33617684,-0.4633078,0.8138503,0.1549682,0.17935038,1.074116,0.6463553,-1.7166796,-0.8638961,1.3737254,0.6898747,-1.0102581,-0.45011973,1.2665269,-0.12717673,-0.6515716,-0.8269881,0.33516946,0.21140212,-0.08866768,-0.1559155
CL-34,0.9915652,0.41381383,2.4267037,1.382836,0.27708694,3.718381,-2.0244296,-2.144165,2.4388177,-3.877684,0.5825722,-1.0768666,-1.3202649,-2.3890216,-2.6982467,0.6851025,1.52103,-2.7537253,0.28894496,1.1019862,3.6371574,-4.0372543,-2.33034,-0.22220124,-2.642457,-2.4342194,-0.7144003,2.0149496,0.46250492,-4.628776,1.1475521,-1.3798811,0.871505,0.4926376,2.3191948,-0.5931586,1.8947126,4.4429455,-1.7960757,1.4665322,-0.6992849,0.4554479,1.4909091,2.3331985,2.2163887,-4.058176,-0.2786318,4.2907276,-1.3037816,2.2978868,0.073422834,2.6884499,-1.625482,-0.40753362,-1.6554879,-5.118396,-0.21361302,0.6705887,1.5283453,-0.2048522,0.23321381,1.1910598,0.9409979,2.256942,-2.625575,-1.9662086,-2.3199637
SNU-387,2.1211615,1.5586071,-0.3752638,1.2339523,0.4174697,-0.9624552,1.1705781,1.2515196,-0.71542335,-1.1777027,0.31845587,1.7415911,-0.638346,-1.4801601,0.5620415,1.162132,-1.5095295,-1.3923392,1.5402672,1.7488788,-0.078452766,0.9844669,1.0186917,-1.2110492,-0.9263933,-4.128255,-0.7263018,1.3424318,1.0760765,-0.6258981,0.97646874,1.235534,-0.03525941,-0.35422906,0.45510185,0.9526847,-1.0603542,-0.15743919,-1.2489485,-0.5874616,-1.569116,0.600399,1.5520247,-1.2862529,0.65496415,0.3573871,-0.2913995,0.37154838,-0.67769015,-0.27187243,1.3395755,-1.5603794,-0.19449149,0.8327092,0.9321537,-1.1607636,-0.38781327,1.8355645,-1.0124909,0.19246535,-0.15863945,0.24290214,-0.7087128,-1.1767364,0.35952666,1.3831394,0.8219411
HMEL,-0.29275757,0.97569764,-1.1391902,-0.6768059,-0.9900655,-0.80377597,-0.73361397,-0.79397064,-0.11648249,0.25490406,0.4877929,-0.13886555,0.14816982,0.56201565,-0.146833,0.04756975,0.08656046,1.0048089,0.13683152,-0.40806177,-0.0860099,-0.513885,-0.4486879,0.48239803,-0.40102673,1.0029988,0.23199706,-0.41293088,-1.0240828,-0.025690943,0.28420854,-0.2990544,-0.10778929,0.65038836,-0.31866357,0.22693464,-0.114110395,-0.86766756,0.39405602,0.10751261,0.6726856,-0.26615915,-0.47881636,-0.17136943,0.49444783,0.2988019,-0.9392582,-0.42966008,-0.33950663,0.34634337,-0.060076445,-0.0131058395,0.14324322,-0.99716085,-0.4691486,0.18408956,0.50940156,-0.16568911,-0.32927284,0.45787838,-0.1749891,-0.20422009,-0.63579035,-0.31518793,0.4582106,0.098082915,0.52356356
NCI-H1792,-0.2294087,2.4302006,-3.0319223,0.9993958,-1.5858257,1.7942368,-0.6325425,-0.73126864,3.4086866,0.8621538,-0.29942024,2.0174181,2.106439,-1.1342566,-2.0763307,-0.14042106,1.3957516,2.0645487,2.2440624,0.58623976,-1.3608737,-0.3202151,0.676483,1.2264018,-0.94836473,-0.8317113,0.5763646,2.789896,1.4489691,-1.3232868,1.0674387,1.3187153,-0.5521773,0.30485004,-0.3468179,1.8896273,-0.16632815,-1.7395371,-0.2634861,-1.7378491,-0.7785166,-0.3204979,0.3755694,-0.11943888,0.62855047,2.8250222,-0.81336695,1.56453,0.16157074,2.809568,-0.06010658,2.1539764,0.8754525,-0.2281848,1.0861145,-0.23099054,1.8137918,2.4292846,0.9158151,0.18340866,1.3072966,-1.7483556,-0.6486339,-1.1705337,-2.7784767,-0.96489966,-0.91132987
SNU-398,-1.129683,0.8510066,-1.1673661,0.52590954,-2.607571,1.0184851,1.022037,-1.4105422,1.812985,-1.983835,-1.4949232,1.3862188,1.8053545,-1.8120886,-0.63136125,-0.5857242,1.2856871,-0.15494965,-0.9033606,1.8375096,-0.17025164,1.1740348,-0.91044044,-0.2712197,2.4844177,-2.1393392,0.14385343,1.6520014,3.028236,-3.457762,1.0925568,1.9483353,-2.7427843,-0.03930247,-2.593801,0.5428412,0.08045718,-2.2430134,0.07120386,-2.3759289,0.36283857,1.0109744,0.83385015,2.5262957,-1.4998133,3.2393525,0.33755374,-0.18580693,0.9640383,3.7100837,1.0218039,2.271968,2.194139,-1.5007555,1.5932571,-1.0509055,2.0256317,2.253723,0.55273545,2.7599275,-0.26170447,-1.9522365,-0.5143596,2.7138932,-0.31053007,-1.7465414,-1.4665124
PE/CA-PJ49,-0.15849149,-2.267553,0.42534584,2.789283,2.2028494,1.624521,0.55598354,-0.77410734,0.33873093,-1.011477,0.08634181,-0.09047873,0.5263387,-0.15142748,-0.03414464,-0.50248706,0.009218693,-1.3358752,-0.6750661,1.3073559,-0.8141413,1.2464962,-0.000576552,-0.6974519,0.20999083,-1.9462501,0.47038776,1.1441092,0.91574866,1.1727214,-0.96728235,-0.56668717,0.23089387,-0.14043768,-1.3092035,-0.16115808,0.027372278,0.98190147,0.7726984,0.027814351,-1.1339462,0.8038746,1.222746,-0.19072075,-1.6599835,-0.21610738,1.2087804,-0.40753567,-0.5852273,0.8319122,0.17727572,-1.0938773,-0.1259193,1.3442025,1.2827512,-0.59319633,0.30589652,0.36724377,0.5838791,-0.18574122,-1.3414654,-0.14541179,0.95754135,1.3731437,-1.8956039,-0.89578253,-2.6367054
TE-14,0.4587955,-0.2045977,-0.8230426,0.9962758,-0.1363673,-0.75098455,-0.19814326,-0.42776832,0.7559096,1.1409212,-1.2999468,0.67357314,-0.18671528,-0.25546378,0.26187298,0.1740802,-0.037558038,0.23515016,-0.8173311,-0.7571822,0.8945712,0.65595204,-1.0157781,-0.3797102,-0.094424866,0.5827199,0.3156745,-0.13731472,-0.15362103,-0.55719423,-0.48410636,0.18851854,0.14205319,-1.1583467,-0.5886332,-1.052076,0.38103586,-0.008448638,-1.1215664,-0.7973179,-0.59033203,0.5703734,0.09158932,-1.8749702,0.74814326,-0.39719474,-0.9028493,0.77887315,-0.48471463,-0.65305763,0.36885107,0.6193349,-0.4628167,-1.7952574,-0.24103582,-0.25703806,-1.0088333,0.9354481,0.35186243,0.016992062,0.5834248,-0.06522932,0.06378504,0.42583203,0.37068635,-1.4151893,-1.7048472
KMS-18,-0.8409224,0.17465422,-1.5336965,-0.601394,-1.0871828,-1.7162871,0.05204649,-1.120921,0.7296333,1.4486762,0.34240583,-0.23398666,0.5096533,1.1449685,0.058392793,1.2292113,0.003437047,1.120614,-0.15250757,0.6197205,-0.41502476,-1.2297361,-0.44869158,-0.42081654,1.136971,0.11394209,2.005479,1.2183021,-0.23057179,-0.093368575,-0.0506377,-0.055636477,-0.70756716,-0.26098675,-1.4825407,-0.04886037,-0.80356395,-1.5144031,0.5268799,-0.4697429,2.8619552,1.309878,-0.12450889,-0.7584537,1.3428278,1.520938,-0.022168681,-1.4436319,-1.1527458,1.3413842,-0.03715755,0.3090562,0.6322526,-1.7281035,0.4735911,-1.2500128,0.27117717,0.4882344,-0.10397455,-0.19337896,0.711506,-0.8990318,-0.77499014,-0.48607558,1.0258334,-0.506519,-0.57251954
HL-60,-1.399502,0.40671527,-0.89138603,-1.2044176,-0.957446,-0.7943749,-0.62581414,-0.5587448,-1.278631,1.0063655,0.5606096,-0.16577819,0.6866181,0.43081456,0.4132776,0.19451976,0.09536101,0.63211,-0.003935769,-0.5934148,0.0005255714,-0.3202463,-0.7344401,0.8276811,0.29500225,1.2247661,-0.08247225,-0.7935944,-1.3440063,-0.42261118,0.12919699,-0.8353039,-0.46522415,0.3394071,-0.17048892,1.1520325,-0.6212857,-1.4526083,0.7691871,0.38862672,1.6988044,-0.057723105,-0.6996819,-0.23170698,0.017698824,0.4096535,-0.45477396,-0.8296612,-0.332581,0.36905366,-0.24470659,0.5297022,-0.028606791,-0.9649477,-0.58074903,0.71654284,0.41792595,-0.009227425,-0.91545784,-0.12001975,0.116223566,-0.34120727,-0.84910655,-0.21648562,1.2416033,0.8225596,1.3157287
NCI-H1339,2.9276621,-1.2001879,0.364933,3.5818033,1.7472961,0.46317035,3.913964,1.9865525,-0.17370164,-0.0865615,1.1264328,-2.309237,0.255232,0.8629782,2.55484,-2.7001972,-1.8147824,0.20803717,-0.8988995,0.60444623,-3.4808264,-2.60833,1.0558416,-2.2603583,1.5073434,-2.5909486,1.1980351,-1.6924776,4.0022855,1.2178515,-1.234398,1.6936059,-0.95708686,0.6148258,2.385348,-0.10938227,0.1480507,-0.26213467,0.73545295,-0.23821044,-2.6386192,-0.33739653,1.5181801,-1.96615,-2.7221403,-0.67169166,2.238603,-1.3647088,0.7862532,1.1930627,2.652413,-3.931682,2.3061714,2.4282353,0.29939902,-0.34984723,-1.0764779,2.131628,1.8682983,-1.0033114,1.5738043,3.7309425,2.0682979,-0.6726874,-1.2849191,1.5108895,0.6161108
NCI-H2126,-2.198605,0.5533781,0.098914415,-1.288091,-0.838148,-1.3315252,-0.93685305,-0.9413957,-1.3186138,0.9989886,0.76468796,-0.6380582,-0.009347558,0.6771879,-0.467694,0.04131148,-0.18977696,0.87019527,0.39630437,-1.3096389,0.36969614,0.030391261,-0.1754015,-0.32763216,-0.076764666,1.2423375,0.47475827,-1.186418,-2.1122923,-0.9233305,-0.28837654,-1.2412056,-0.6991996,0.35380113,-0.85753167,0.5901165,0.1451191,-0.94121766,0.17266917,0.30480844,1.4791294,0.0061075836,-1.0958927,-0.05837201,-0.559702,1.0723498,-0.6003716,-0.28394404,-0.7591028,0.28270355,0.17433643,0.07524878,-0.43959895,-0.98587984,-0.9412512,-0.10508578,0.24967948,-0.751572,-0.1293372,-0.15905057,-1.1012805,-0.91035956,-0.64687014,0.41953993,-0.19413541,-1.4320475,-0.44439834
NCI-H1915,-1.3446239,0.773231,-0.5614618,-0.9146757,-1.3123013,-0.9259857,-0.5948807,-0.49628678,-0.60943335,0.97506446,0.28042644,-0.4514057,0.59557676,0.48380584,0.21035832,-0.19900274,-0.020508401,1.0756874,0.08429055,-0.56461936,-0.22834557,-0.3767244,-0.34954345,0.52057034,0.050003976,1.2708948,0.20568618,-0.7090429,-1.1041896,-0.36585048,0.3317973,-0.81685615,-0.33716407,0.69428027,-0.3749658,0.41963565,-0.20326793,-1.1041694,0.5508057,0.07530875,1.0666537,-0.6253524,-0.7551599,-0.051729515,-0.045262873,0.94641227,-0.4159355,-0.3261894,-0.26211137,0.26013273,-0.038936995,-0.08881534,0.2398262,-0.95758456,-0.40976936,0.6261396,0.6035848,-0.57951456,-0.25183466,0.23191667,-0.0536075,-0.16617282,-0.5103214,0.11803077,0.859017,-0.042773023,0.43865776
TE 125.T,3.1095054,-0.9842121,-0.6332522,-1.0507271,0.23683119,1.2409959,0.6026938,1.2493756,1.1852826,-0.4138977,-0.5988064,1.0933521,-2.436194,0.68363667,-0.5426801,1.1748695,0.49657243,-1.2776582,0.015341997,1.4257445,-0.026133865,-0.63896483,0.6195359,-0.70299447,0.0052280873,-4.204442,0.8705362,1.0635253,2.025676,-3.4827075,0.16133681,4.2235794,-0.3613282,-1.487772,1.5333956,-0.6354827,-1.741716,1.5792646,-0.54373133,-0.34264636,2.141795,1.1325634,0.5690476,0.6989988,1.5159822,-1.1018267,1.513611,1.0216157,1.5719882,0.11074245,-0.04848226,0.29343155,0.12711695,-0.3370273,0.934313,-2.869312,-0.6734433,2.2852778,-0.21675417,-1.3736285,2.2691927,-0.2450697,1.3842121,0.48362976,-0.68284065,2.1130192,0.62764
COV644,-1.0625639,0.7219476,-0.56525683,-1.0429585,-1.3107303,-0.9603477,-0.6195839,-0.5654231,-0.39743352,1.1734462,0.29200622,-0.361323,0.5816971,0.3558602,0.18107554,-0.09377061,0.016999386,1.0797691,0.1598903,-0.6539841,-0.12163388,-0.3518381,-0.4305398,0.44142497,0.038503513,1.3046896,-0.023729876,-0.61305094,-1.1463674,-0.031956375,0.33664942,-0.77752835,-0.3943469,0.76121265,-0.51280963,0.43249625,-0.037096594,-1.2159057,0.59104097,-0.098183155,1.3421263,-0.75631213,-0.7534907,-0.4831942,0.038571738,0.8144884,-0.62687576,-0.3244593,-0.35622287,0.21266192,-0.39197424,-0.18570113,0.21705292,-0.914117,-0.60689944,0.58051026,0.75596124,-0.6409991,-0.14759737,0.19436283,-0.03733873,-0.26371217,-0.6650078,-0.2515447,0.59774137,-0.24819796,0.46071592
WM983B,1.0504801,1.0399002,-0.0064896047,-0.12268397,-2.1040134,-0.049868464,-2.6454172,-0.77203447,-0.07991575,-4.2596617,1.2949578,-1.6015431,-0.215945,0.0873354,-3.0674744,0.47822922,1.0175161,0.14711837,2.2737393,0.5430809,0.64083695,-1.0671586,2.2101915,0.27904132,-0.10596379,-1.001578,-0.95343894,1.3779354,1.8171666,-0.83764625,0.52538115,-0.058920205,0.57353264,0.27463752,1.7067621,1.4274294,2.85017,1.6647424,0.034109235,-2.6381295,-1.2396345,0.45821586,0.7334769,1.5566075,2.3503292,-1.8221351,-3.6684082,-1.6905853,0.7834589,0.5087825,-1.3708119,-0.6546131,-0.93235534,0.1445375,2.0507135,-1.3744704,1.8656125,0.8577292,-0.48001543,0.9709328,-1.1768281,-0.6887025,1.43766,-0.83537185,0.47615868,-0.6952903,1.1324891
SNU-61,-0.07256261,-0.9666171,0.2757376,-1.6068109,3.9289181,-1.0618172,0.6670591,1.3530691,0.66795254,0.6013392,-3.1029227,1.2885627,-1.7199192,0.6714414,-1.0075165,1.6998048,-1.9141514,0.20982689,-1.2928157,1.6016998,-1.8627596,3.79545,1.5277591,-1.154319,-1.0510174,0.99413234,-1.5678676,1.3389798,0.040667117,0.8607923,-0.03313312,-0.68526554,1.976372,-1.2773274,0.27426663,-1.4118645,-0.71015954,-0.9270278,-0.21904844,-1.4651105,-1.1845567,0.34063244,0.019198388,-0.34678286,0.37442344,1.0379053,-1.3667203,1.2444528,-0.91419184,-3.4455655,0.7678406,-1.7222716,-0.65752286,-1.6001526,1.6679227,3.7423398,-0.63266915,-0.8080823,-0.10114607,-0.63180304,-0.4447788,-1.0228983,0.30799386,0.1792992,0.24753697,0.28101063,-1.4550115
Mel JuSo,1.2649503,1.7746577,0.7478242,-0.372926,-0.96274745,-1.3272148,-0.23099194,0.034583986,-2.3038766,-0.49285334,-0.29950202,-1.3257275,-0.1532263,1.562641,0.44374877,-0.4602373,0.5752275,0.67472583,-0.42140687,-0.9368302,-1.4573919,0.53389287,2.8370295,2.5149202,0.18679178,3.404739,-2.3755744,-1.947941,-0.001181677,2.6908815,0.52526456,-1.0128336,-1.1788667,2.3546367,1.2966483,-0.67654806,1.7897648,0.0025734315,0.7355591,-0.6847526,-1.4903352,-2.7585595,-1.367296,2.0346375,-1.785187,-0.37247074,-1.3560526,-1.8268917,2.1018884,-1.6787274,-1.4028051,-1.0824432,1.5786775,1.2910395,1.7407291,2.9193695,1.1285973,-2.2267327,-1.5699314,2.1651077,-1.1789234,1.0823131,0.92979556,-1.7710053,1.7943574,1.7552968,1.7226852
